age,income,rent,dependents,employment_status,savings,risk_label
23,24722.572660768812,1336.9711081739597,0,employed,4012.1536722079313,0
49,15398.29543962394,1328.7704221740878,3,unemployed,15081.541830332964,1
72,31083.08698889768,641.2278651885468,4,part-time,1549.3613687238335,0
21,27816.684322204354,1015.4947889136546,2,part-time,1175.3670749930457,0
72,43638.066241591754,923.6463480297675,4,employed,2653.1147912013803,0
28,35565.34234708955,1086.09254842042,2,employed,15753.247748347081,0
73,24677.093522359944,1697.5162823364924,3,employed,1231.3193552737696,0
76,32015.973113212785,1057.8990018752972,0,unemployed,223.98595921080178,1
34,36408.26474003612,1177.545228847524,0,employed,3164.555357582434,0
55,17090.556817273362,1096.0720857279748,4,employed,7704.215441389734,0
41,18682.34988738169,640.1119579629434,0,employed,1081.5971468202301,0
22,20985.499565110837,1161.6082373761756,3,unemployed,6959.982043395765,1
69,17365.395279472836,793.4139095667725,4,unemployed,1057.9507010669286,1
51,36601.46231421947,780.0849436595622,2,employed,2574.579411219266,0
23,16096.300293992434,641.0541566513996,0,unemployed,6327.638085696244,1
39,41184.849441282335,1035.006461212647,1,employed,909.1722755353743,1
28,18334.0158046131,1636.2228271841261,0,unemployed,3574.2596097353244,1
65,27894.87673617403,914.6625358750941,2,employed,10046.438889010456,0
33,23937.644306658924,968.5236528282703,4,employed,4788.31617420911,0
50,13521.145817948714,1464.0119865086353,2,part-time,1450.0799073438939,0
26,21808.501182348202,793.7612188803782,1,employed,13612.154049182416,0
77,26025.230901125717,1845.4368956353014,3,unemployed,5758.270867011463,1
76,21329.65541619302,1280.2857848773317,0,employed,463.8457214563918,1
23,11255.888813247999,1171.4044104803256,4,employed,7074.440334613459,0
33,51570.991943951274,1336.7302878938021,3,employed,1683.4924393874908,0
46,23013.809814182194,749.0514701242932,2,employed,3628.4598288240923,0
20,14806.902148404803,1420.2097079587643,4,employed,8168.201298337883,0
37,49532.48578245196,1044.6511049510157,3,employed,1720.543340108842,0
77,29992.268322961158,1845.7795114469284,4,employed,575.0214738684507,1
76,12087.353283270466,753.2813100165292,1,employed,13434.014859073744,0
53,13065.789788035125,1260.5766557981615,1,part-time,9552.741603747516,0
36,19708.447699743025,1397.168944053527,0,part-time,2731.8764238521885,0
43,25556.666706025986,550.0754026795719,0,employed,6998.292372501656,0
20,30073.50756182064,1045.5396871342105,1,unemployed,2060.3131564747905,1
36,35422.03063110649,1598.9528520512492,4,employed,3284.5015254151795,0
37,28847.71895714216,1730.56626117346,1,employed,2580.431875117302,0
49,43190.37676381012,969.7429922259234,0,unemployed,2145.345551467379,1
24,23468.08236800152,1697.8899085741268,1,part-time,4269.715942844089,0
69,15065.766198213638,1951.6338156550833,1,employed,890.5339052082342,1
58,21989.59278463182,1785.310904112641,4,unemployed,2317.905300820356,1
50,21279.71753906068,676.4659822389879,3,employed,4082.559799423301,0
57,6068.6550437952255,1609.595498128311,0,part-time,18734.10068039397,0
56,16635.8713973858,979.5002486608171,4,employed,927.474948754116,1
35,25773.4936909005,1982.6239841181148,1,employed,5016.827584968775,0
57,17816.712804927218,1228.0384747398307,1,employed,5597.911028068128,0
18,15944.916123849636,683.6508475384115,3,employed,456.35967944787177,1
28,34741.42638792584,1587.778322041086,0,employed,4494.1508286489325,0
45,13928.983437373705,984.5167975793208,0,part-time,7188.839830863634,0
74,31439.21648384808,1995.6172356224924,2,employed,5370.373184359536,0
42,11312.094755019882,1969.6736867817829,0,employed,2740.9853324673063,0
67,87586.39598266306,1484.201027030871,3,employed,4159.873884302939,0
40,19774.67260609998,694.7396734275763,2,employed,3532.795268193134,0
48,18739.096745514933,1530.2914965125435,2,employed,550.3435181344191,1
47,39008.42593707325,639.5457296900408,1,employed,3616.710987213423,0
59,17865.87199655351,544.0462386535885,1,employed,2065.0910450139068,0
52,45590.92233858412,1734.437669332229,0,employed,1473.178851527706,0
24,26523.778598584515,814.629421525522,2,employed,35773.76038774758,0
77,20760.367713657535,1068.540689328646,1,unemployed,10431.816768256176,1
33,19682.73330309764,1960.1860849642596,3,unemployed,943.7185161969106,1
43,40287.48223690018,1005.2607527916549,1,employed,4215.975152422228,0
65,24716.92738942194,944.7346719249729,1,employed,12810.5621237612,0
74,27341.31933221106,1877.3119994341628,2,employed,667.6745444629275,1
69,28868.344746879906,666.1226679784372,2,employed,3219.50577716908,0
77,23540.275697317647,1639.3736151719477,4,employed,3374.7371733776977,0
66,28564.961209225603,1982.098349979161,3,employed,833.3944983385807,1
19,20761.140821986733,1851.9440161619732,2,employed,4357.0491406789015,0
18,21484.68606084426,1477.5018780596388,0,employed,9101.972165594434,0
65,12587.286001225946,971.0911924890979,3,employed,13467.674228349155,0
79,25562.45942401238,881.4829717674751,3,unemployed,2323.049168217603,1
29,9322.904461622436,1728.8826573071917,2,part-time,36375.29211647841,0
22,25381.58107190619,1819.732870927543,3,employed,380.70821681854414,1
54,19142.992330954632,1288.1523688185393,2,employed,4256.560461842594,0
49,26563.47828988681,866.5099111796992,1,unemployed,726.1130217646753,1
76,13037.50956496713,669.4148126167604,4,part-time,3262.283331082685,0
72,7633.649475192439,630.7692017477468,1,employed,1768.8647752641868,0
26,18482.27320414911,1578.6161710307833,2,employed,4948.686448413201,0
58,13056.529932481368,1130.1780917715873,2,employed,2625.7432712483355,0
52,9042.777559895489,1858.0398114168056,1,employed,1305.0750425503163,0
36,32337.784841369667,1609.5069510901455,0,employed,1393.6884216213173,0
65,49051.15997644277,786.89062687188,0,employed,20587.91428568261,0
33,14787.304419246602,1420.6661282235486,0,employed,4644.893571330537,0
20,21207.593625113488,1153.258181597239,2,employed,543.4139092994666,1
37,18884.697021188567,1365.8745961529196,3,unemployed,5170.826064553297,1
41,15844.073362169162,1607.1036850077758,2,employed,2453.628768240887,0
71,30695.416014683804,1709.2938215056863,3,employed,2994.705236266101,0
73,36500.116458681776,1765.6059896100865,1,employed,6767.507664153022,0
50,14266.885126179232,880.9623118580371,4,employed,9732.51064958212,0
41,22525.05295793457,546.6733998760366,3,part-time,1262.92693722087,0
69,41867.55728978089,1608.9421027471597,0,employed,2893.6048184462006,0
28,31086.163685773427,659.5155893836619,2,employed,1726.5647111774765,0
66,33484.86146802288,972.3793829194515,1,unemployed,5414.642738961995,1
25,43651.48816096086,505.7257011865207,0,employed,2363.0194453887775,0
53,43365.63500129596,1522.50422360243,1,part-time,3069.4432725861534,0
55,36839.33043106433,750.6980172068319,4,employed,2274.9724899672174,0
57,23681.956484357615,1482.9236145374873,2,employed,2680.8266687513374,0
37,18192.38704402256,1987.6139257517582,2,employed,16393.677249829358,0
79,23196.087070066857,609.0063074150244,4,employed,32557.601870163246,0
52,16861.6426728092,615.617017927191,2,unemployed,4346.351748730671,1
65,8297.89015679714,1010.5701390000124,3,unemployed,2697.3638418660043,1
79,19153.686202941215,1799.579771377013,1,employed,604.4767689404302,1
42,26337.87040809956,823.2948031869978,0,employed,1393.511082921113,0
52,16421.80479035299,1040.5667298955213,4,unemployed,2626.1231868459367,1
42,20002.45122709196,602.7581099404694,3,part-time,1458.1689435728947,0
46,20393.706799455347,1644.732936888334,0,employed,1619.8668558923744,0
35,43409.27413946278,1112.4595141391767,0,employed,14405.847421198408,0
63,18403.227999903294,1638.8730995912642,4,employed,3068.029610181983,0
